project,status,output,error,build_time_sec,run_time_sec
9875468,success,,"2025-10-11 04:50:06.835601: I external/local_xla/xla/tsl/cuda/cudart_stub.cc:31] Could not find cuda drivers on your machine, GPU will not be used.
2025-10-11 04:50:06.835983: I tensorflow/core/util/port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the enviro",95.34,3.08
9947556,success,,,7.26,1.02
9952389,success,,,15,1.1
10005117,success,,,16.43,1.58
10010307,success,,,17.34,1.18
10016605,success,,,18.18,1.19
10206392,success,,,4.89,1.07
10235798,success,,,16.33,1.16
10281460,timeout,,Execution exceeded timeout limit,1.01,
10295174,success,,,6.96,1.22
10354951,success,,"2025-10-11 05:55:26.538026: I external/local_xla/xla/tsl/cuda/cudart_stub.cc:31] Could not find cuda drivers on your machine, GPU will not be used.
2025-10-11 05:55:26.538432: I tensorflow/core/util/port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the enviro",92.15,3.72
10567484,success,,,7.17,1.05
10589494,success,"iter 1 violation 1.0
iter 2 violation 0.9275458043179818
iter 3 violation 0.8160522950492526
iter 4 violation 0.6990455291229618
iter 5 violation 0.6393618992982688
iter 6 violation 0.5957671717992999
iter 7 violation 0.5362919287445385
iter 8 violation 0.47177217115298603
iter 9 violation 0.44812761767941456
iter 10 violation 0.3834613038353731
iter 11 violation 0.32486115892212175
iter 12 violat",,20.24,2.17
10792332,success,,"2025-10-11 07:43:55 [scrapy.utils.log] INFO: Scrapy 2.13.3 started (bot: scrapybot)
2025-10-11 07:43:55 [scrapy.utils.log] INFO: Versions:
{'lxml': '6.0.2',
 'libxml2': '2.14.6',
 'cssselect': '1.3.0',
 'parsel': '1.10.0',
 'w3lib': '2.3.1',
 'Twisted': '25.5.0',
 'Python': '3.11.14 (main, Oct  9 2025, 22:39:13) [GCC 14.2.0]',
 'pyOpenSSL': '25.3.0 (OpenSSL 3.5.4 30 Sep 2025)',
 'cryptography': '4",24.43,2.41
11078820,success,,,6.17,1.97
11129975,success,,,7.44,0.82
11215761,success,,,19.25,1.64
11242170,success,,,7.01,1.14
11284662,success,,,17.34,1.18
11367287,success,,,7.19,1.14
11378945,success,,,18.18,1.19
11526013,success,,,16.33,1.16
00056d4304c58a035c87cdf5ff1e5e3e,success,,,7.25,0.95
000eccf3d66540d75def,success,,,6.79,0.75
005bbad123ef309a5bef,success,,,7.25,0.95
00a17b1d374dfc267a9a,success,,,6.79,0.75
00a4835bf36513ca58a3,success,,,6.76,0.8
00e9638c0efad1adac878522cf172484,success,,,7.25,0.95
015e2ce27cecdea63564,success,,,6.76,0.8
0191e14717af68bbba81,success,,,6.79,0.75
019fd5c706e0bc94879f,success,,,6.76,0.8
01b8b8e1909ae0f601c85e142f2bd15b,success,,,7.15,0.91
01bf3900d3a02c4e3927b2a2bcf39100,success,,,7.25,0.96
026a4d6400b1efac9a13a3296f16e655,success,,,7.15,0.91
02ff378b3a91de94306a84d3aa2228bb,success,,,7.15,0.91
0306734dfe17076dfd34e09660c198c0,success,,,7.25,0.96
035dc3b722b7f89cce66520dde285c9a,success,,,7.53,0.9
03d9c46c86691c9bb680,success,,,7.53,0.9
044682e76def583a12e6c09209c664a1,success,,,7.25,0.96
046e434c51057dc9588762edd40199b1,success,,"2025-10-11 04:50:06.835601: I external/local_xla/xla/tsl/cuda/cudart_stub.cc:31] Could not find cuda drivers on your machine, GPU will not be used.
2025-10-11 04:50:06.835983: I tensorflow/core/util/port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the enviro",95.34,3.08
053b89bd6975f89f043871335dce8c5b,success,,"2025-10-11 04:50:06.835601: I external/local_xla/xla/tsl/cuda/cudart_stub.cc:31] Could not find cuda drivers on your machine, GPU will not be used.
2025-10-11 04:50:06.835983: I tensorflow/core/util/port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the enviro",95.34,3.08
053db410f7fdd4e1d6034a0a7fd45d9b,success,,,4.65,0.77
054023c4fca5369ffdb2,success,,,7.25,0.95
056626de3fbdc7cf7b59de1d9f6279d1,success,,,6.79,0.75
05aadb969e43788593d3,success,,,6.76,0.8
05bec6966701f720c3aa,success,,,7.15,0.91
05ff99985269200cdc4854ddc04fa6e9,success,,,7.53,0.9
0618f44dc5270f9a2be2826d0d933ed7,success,,"2025-10-11 04:50:06.835601: I external/local_xla/xla/tsl/cuda/cudart_stub.cc:31] Could not find cuda drivers on your machine, GPU will not be used.
2025-10-11 04:50:06.835983: I tensorflow/core/util/port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the enviro",95.34,3.08
06336eb10a1628850d6f,success,,,7.25,0.96
070c805d947bd17c7a19,success,,,7.53,0.9
071932322204bcad6063,success,,"2025-10-11 04:50:06.835601: I external/local_xla/xla/tsl/cuda/cudart_stub.cc:31] Could not find cuda drivers on your machine, GPU will not be used.
2025-10-11 04:50:06.835983: I tensorflow/core/util/port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the enviro",95.34,3.08
076424abd8b012371b516da32807ca14,success,,,4.65,0.77
076bbc6a0d5056d20ad45095b434b02d,success,,,4.65,0.77
07cdfc2826a565b50a68,success,,,7.44,0.82
0830affa1f7f19fd47b06d4cf89ed44d,success,,,6.99,1.02
0932b2b5293839cd7d79fa6b513c8128,success,,,7.44,0.82
09648344984565f9477a,success,,,4.65,0.77
098f399d69f230521ef530baca832e76,success,,,7.26,1.02
09f5ab44486b1fc6df7bf20ce57159f1,success,,,6.99,1.02
0a2ac74d800a2eff9540,success,,,16.58,1.14
0a3d4fae965bdbec1f9d,success,,,7.44,0.82
0a509faf231cff3cdec7,success,,,7.26,1.02
0aaa9e4659977a98fc9f36d6887fef37,success,,,16.58,1.14
0acf77b2c022e2467cfb0d5493d454d6,success,,,15,1.1
0afa43225bdbe8e803cb,success,,,6.99,1.02
0b42dbd687ae3b838728,success,,,7.19,1.14
0b7e91487dcf10c0b8e8711eb6d73bc5,success,,,15,1.1
0b92b9ca837a0f5474c732876220db78,success,,,7.26,1.02
0b9d8a742fe0efe0fe82,success,,,6.84,1.01
0ba0270279a0f38280423754cea2ee1e,success,,,16.58,1.14
0c01b7a27e512db480847fac2cc54103,success,,,16.33,1.16
0ca2272c015266e667924836364349c3,success,,,6.96,1.22
0cdd8d6adb8463961f50bd1845faddf8,success,,,15,1.1
0cfe89a89b892e47e8418e281dfe318d,success,,"2025-10-11 05:55:26.538026: I external/local_xla/xla/tsl/cuda/cudart_stub.cc:31] Could not find cuda drivers on your machine, GPU will not be used.
2025-10-11 05:55:26.538432: I tensorflow/core/util/port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the enviro",92.15,3.72
0d1baad4e3a871587ab1,success,,,19.87,1.82
0d25683d9c8fce27edd3,success,,,7.25,1.11
0db840f27f1f0fd0747f13ab80d0ca37,success,,,15.13,1.37
0e7d366d2e3623c5bb95,success,,,7.17,1.05
0ec0c3f5ca69bac2b625,success,,,15.33,1.41
0efb90d998c59d5926ca7f4e79054361,success,,,19.25,1.64
0efcacfb43827ba3a6bac3356315c419,success,,,7.01,1.14
0f575a0891cfef5f1b0024c89dcbaeea,success,,,7.19,1.14
0f5f65ddbfa278713f58,success,,,3.95,1.07
101323115e70bb6671d3,success,,,6.84,1.01
10cd35b2872628246140,success,,,13.1,1.34
122f258ba6eaa23dd9c5,success,,,4.89,1.07
1231964e784ab9acb65d,success,Not Set ItemId,,16.91,1.19
127368f7dc810dd37fe18aee87dd2ee2,success,,,7.15,0.91
1288160dad16cc473a53,success,,,7.53,0.9
12da69b95d010c8a810fd384cca8d02a,timeout,,Execution exceeded timeout limit,15.14,
130cd92dc47c56c47030,success,,,4.65,0.77
1362a8908be01e23041d,success,,,16.33,1.16
13f02f45a41ad90f454f,success,,,7.25,1.11
1417f55cb896a44e68a6,success,,,8.1,1.5
143e65a425722dc2f3d0,success,,,16.43,1.58
1459283a9c934cbc41f3,success,,,18.18,1.19
14a8d6bf4783f4704c8a,success,,,13.1,1.34
14f34c2b8153d9b4f336df8535b3416a,success,,,16.86,1.69
152f15b2dadca9a74039aeab944714af,success,,,28.63,2.08
1534135a419bb0b957b9,success,,"2025-10-11 07:16:45.870446: I external/local_xla/xla/tsl/cuda/cudart_stub.cc:31] Could not find cuda drivers on your machine, GPU will not be used.
2025-10-11 07:16:45.871175: I tensorflow/core/util/port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the enviro",100.6,3.5
15b3c2a2e9bc7a3c345138a32e029969,exception,,'NoneType' object is not subscriptable,13.49,
15f0772db25343be0bb7072f15992a4e,success,,,7.86,1.76
160c990c61c5f527445c,success,,,8.1,1.5
163f5fdf47ab45d7addd,success,,,13.1,1.34
166499794efcdfde4d00,success,,,6.17,1.97
168c9d74b988391e702aac5f4aa69e41,success,,"2025-10-11 07:16:45.870446: I external/local_xla/xla/tsl/cuda/cudart_stub.cc:31] Could not find cuda drivers on your machine, GPU will not be used.
2025-10-11 07:16:45.871175: I tensorflow/core/util/port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the enviro",100.6,3.5
16c0eb09d232461a773c22803a3df35e,success,,,18.92,1.69
16e35ed936bab863a29b,success,,,162.92,2.28
1714d2952c09b96ba2d8777f1cbf9de1,success,,"2025-10-11 07:43:55 [scrapy.utils.log] INFO: Scrapy 2.13.3 started (bot: scrapybot)
2025-10-11 07:43:55 [scrapy.utils.log] INFO: Versions:
{'lxml': '6.0.2',
 'libxml2': '2.14.6',
 'cssselect': '1.3.0',
 'parsel': '1.10.0',
 'w3lib': '2.3.1',
 'Twisted': '25.5.0',
 'Python': '3.11.14 (main, Oct  9 2025, 22:39:13) [GCC 14.2.0]',
 'pyOpenSSL': '25.3.0 (OpenSSL 3.5.4 30 Sep 2025)',
 'cryptography': '4",24.43,2.41
1748a6676120a0aacea2,success,,"/app/snippet.py:2: DeprecationWarning: Please import `map_coordinates` from the `scipy.ndimage` namespace; the `scipy.ndimage.interpolation` namespace is deprecated and will be removed in SciPy 2.0.0.
  from scipy.ndimage.interpolation import map_coordinates
/app/snippet.py:3: DeprecationWarning: Please import `gaussian_filter` from the `scipy.ndimage` namespace; the `scipy.ndimage.filters` namesp",15.82,1.52
1757c55017ef2bfcc070909bdf0e6547,success,,,13.1,1.34
177e37756c833768a21d446cc4921c6e,success,,,7.25,0.95
18531dba2bec928424c0,exception,,'NoneType' object is not subscriptable,10.07,
187895beb89f0a1b3a54,runtime_error,,"import assert_same_paths
  File ""/usr/local/lib/python3.9/site-packages/keras/src/tree/tree_api.py"", line 8, in <module>
    from keras.src.tree import optree_impl as tree_impl
  File ""/usr/local/lib/python3.9/site-packages/keras/src/tree/optree_impl.py"", line 13, in <module>
    from tensorflow.python.trackable.data_structures import ListWrapper
ModuleNotFoundError: No module named 'tensorflow'",13,0.84
18a73aa5dab4b574e2f5,success,,,7.25,0.96
18a8e06c2b179bb78353fbacfeee82da,success,,,15,1.1
18e6b6ed5d69b057e773,success,,,7.19,1.14
1907f96e6e680bbeb15393d4f441b55e,success,,,6.84,1.01
19154831c2049a69e8d53dea8cf3e744,exception,,'NoneType' object is not subscriptable,23.29,
191d15e28c39246a2525,runtime_error,,"File ""/app/snippet.py"", line 32
    except requests.HTTPError, e:
                             ^
SyntaxError: invalid syntax",8.09,0.72
19284bd220165758a0c953ae25108b6b,success,,"2025-10-11 05:55:26.538026: I external/local_xla/xla/tsl/cuda/cudart_stub.cc:31] Could not find cuda drivers on your machine, GPU will not be used.
2025-10-11 05:55:26.538432: I tensorflow/core/util/port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the enviro",92.15,3.72
1969d4648458cf876af92b3507856d70,success,,,15.13,1.37
19d2397ff8da1952556cf2417d965f6c,runtime_error,,"File ""/app/snippet.py"", line 23
    print gbr.estimators_.shape[0]
          ^
SyntaxError: Missing parentheses in call to 'print'. Did you mean print(gbr.estimators_.shape[0])?",13.14,0.97
1a43c785226a06a72872,success,,,19.25,1.64
1aefa4509e066690b892,runtime_error,,">
    from keras.src import applications
  File ""/usr/local/lib/python3.9/site-packages/keras/src/applications/__init__.py"", line 18, in <module>
    from keras.src.applications.convnext import ConvNeXtBase
  File ""/usr/local/lib/python3.9/site-packages/keras/src/applications/convnext.py"", line 26, in <module>
    import tensorflow.compat.v2 as tf
ModuleNotFoundError: No module named 'tensorflow'",9.15,0.86
1b49c03968b2c83897a4a15c78980b18,runtime_error,,"Traceback (most recent call last):
  File ""/app/snippet.py"", line 22, in <module>
    import sys, os, progressbar
ModuleNotFoundError: No module named 'progressbar'",13.78,0.74
1b94c541ffc158d3e668810b75d69405,exception,,'NoneType' object is not subscriptable,2.78,
1c160c9eee91fd44c587,runtime_error,,"File ""/app/snippet.py"", line 18
    print vimba.getVersion()
          ^
SyntaxError: invalid syntax",21.63,0.72
1c3176fe9e38dcaadd1e56c2f15c95d9,success,,,7.01,1.14
1c48360bde201b3d54ab,success,,,3.95,1.07
1cb4d81fed37fd06ef60d08c1181f557,success,,,16.43,1.58
1cb65c4b5be2575ea3ab,success,,,17.34,1.18
1cd6ce82490d2c0f2e0a,success,,,18.18,1.19
1cec2b3d8aeaaa102e3b,success,,,4.89,1.07
1d08fa7af5ab846211ace2447e1e3e8a,success,,,16.91,1.19
1d596ca757a541da96ac3caa6f291229,exception,,'NoneType' object is not subscriptable,5.04,
1d5b3ad08201b7df48c7f25a169d0021,success,,"2025-10-11 04:50:06.835601: I external/local_xla/xla/tsl/cuda/cudart_stub.cc:31] Could not find cuda drivers on your machine, GPU will not be used.
2025-10-11 04:50:06.835983: I tensorflow/core/util/port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the enviro",95.34,3.08
1d7cb531bb8fff8c228b7710126bcc33,runtime_error,,"Traceback (most recent call last):
  File ""/app/snippet.py"", line 3, in <module>
    import yaml
ModuleNotFoundError: No module named 'yaml'",14.04,0.69
1d878d0401b28b281eb75016ed29f2ee,runtime_error,,">
    from keras.src import applications
  File ""/usr/local/lib/python3.9/site-packages/keras/src/applications/__init__.py"", line 18, in <module>
    from keras.src.applications.convnext import ConvNeXtBase
  File ""/usr/local/lib/python3.9/site-packages/keras/src/applications/convnext.py"", line 26, in <module>
    import tensorflow.compat.v2 as tf
ModuleNotFoundError: No module named 'tensorflow'",9.56,0.91
1da13f548200d9fb2b06,success,,,7.87,1.49
1ddc318b4124ed152f6d,runtime_error,,"Traceback (most recent call last):
  File ""/app/snippet.py"", line 28, in <module>
    from django.conf import settings
ModuleNotFoundError: No module named 'django'",13.31,0.74
1df6d34cd1b2861eb6b7432ee7245ccd,success,"ResNeXt(
  (conv1): Conv2d(3, 64, kernel_size=(7, 7), stride=(2, 2), padding=(3, 3))
  (bn1): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (relu): ReLU(inplace=True)
  (max_pool): MaxPool2d(kernel_size=3, stride=2, padding=1, dilation=1, ceil_mode=False)
  (conv2): Sequential(
    (0): Bottleneck(
      (conv1): Conv2d(64, 128, kernel_size=(1, 1), stride=(1, 1)","/usr/local/lib/python3.9/site-packages/torch/_subclasses/functional_tensor.py:279: UserWarning: Failed to initialize NumPy: No module named 'numpy' (Triggered internally at /pytorch/torch/csrc/utils/tensor_numpy.cpp:81.)
  cpu = _conversion_method_template(device=torch.device(""cpu""))",316.7,3.71
1e2600ed62d5e76b21ee,runtime_error,,"Traceback (most recent call last):
  File ""/app/snippet.py"", line 2, in <module>
    from ggplot import *
ModuleNotFoundError: No module named 'ggplot'",24.99,1
1e5404260b7e3a8ba4ba0a0d62c0cf75,success,,,8.41,1.6
1e58686b6d5193cbaf30,success,,,16.86,1.69
1e7c18c6f6eda87f1cb4995b0e6a22a5,success,,,8.11,1.49
1e7e3c1da32d00f8ce0dff6b86fd45fe,success,"iter 1 violation 1.0
iter 2 violation 0.9275458043179818
iter 3 violation 0.8160522950492526
iter 4 violation 0.6990455291229618
iter 5 violation 0.6393618992982688
iter 6 violation 0.5957671717992999
iter 7 violation 0.5362919287445385
iter 8 violation 0.47177217115298603
iter 9 violation 0.44812761767941456
iter 10 violation 0.3834613038353731
iter 11 violation 0.32486115892212175
iter 12 violat",,20.24,2.17
1ed9763ab4aa98516a7d,success,,,28.63,2.08
1f140573b37939e78eb5,success,,"2025-10-11 07:16:45.870446: I external/local_xla/xla/tsl/cuda/cudart_stub.cc:31] Could not find cuda drivers on your machine, GPU will not be used.
2025-10-11 07:16:45.871175: I tensorflow/core/util/port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the enviro",100.6,3.5
